District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Male_Workers,Female_Workers,Frontline_Workers,Industrial_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated
234,BIHAR,Rohtas,2959918,1543546,1416372,1799832,1061783,738049,707939,216940,542439,382440,2035039,218087,405544,48512,252736,41659,114893,4594,36279,512383,95678,535187,548971,399053,333053,194928,161555,16006,1875174,673742,407193,3809
235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,599157,238613,480286,357484,1702303,178525,426096,40652,192497,24106,44456,2362,31168,428291,49006,559512,482199,302662,253142,136783,91371,8329,1626969,564571,340948,7585
236,BIHAR,Gaya,4391418,2266566,2124852,2297613,1368803,928810,1076170,587892,1007057,657005,2727356,370759,783505,87178,422620,57738,112617,6856,57011,696289,111282,902272,757690,447480,342254,191824,131163,12047,2810026,936630,537333,107429
237,BIHAR,Nawada,2219146,1144668,1074478,1091012,659474,431538,539439,277602,508509,308532,1402105,216400,397505,40018,163118,20522,31162,1841,28411,379551,45323,601011,368649,195072,161127,95943,64585,3130,1440781,485628,288805,3932
238,BIHAR,Jamui,1760405,916064,844341,858588,534385,324203,452288,275283,445352,282219,1032834,156491,331466,105637,133977,12984,32633,1839,22414,325909,30851,420472,317612,153973,104211,56137,29633,3439,1135919,392052,227016,5418
239,BIHAR,Jehanabad,1125313,585582,539731,618881,374412,244469,266423,98955,251690,113688,759935,86108,179519,15075,84676,15507,27641,1106,11302,186660,28132,211761,165906,117558,112966,68748,45519,3539,714244,254582,155106,1381
240,BIHAR,Arwal,700843,363497,337346,386351,235279,151072,167991,68363,161277,75077,464489,49127,144698,6758,35771,4176,2203,413,6378,134334,9960,123288,118311,80704,81975,48822,27945,1435,444448,156031,98550,1814
241,SIKKIM,North  District,43709,24730,18979,30450,18579,11871,15935,7424,17216,6143,20350,7313,2262,332,13452,2343,7826,116,590,11543,2066,6030,8276,6181,3223,1993,1406,273,27099,11674,4887,49
242,SIKKIM,West District,136435,70238,66197,93432,51988,41444,40772,29576,51225,19123,66087,40797,8053,1403,20095,5337,25272,286,1956,32091,1886,30518,30827,19973,10005,6439,4831,527,84209,32520,19400,306
243,SIKKIM,South District,146850,76670,70180,106741,59357,47384,45300,29453,50898,23855,72097,37802,4188,1004,31759,10021,27587,591,2626,31135,8163,24507,32427,22340,12415,7260,5766,488,87982,37318,20982,568
244,SIKKIM,East District,283583,151432,132151,214329,121345,92984,92351,47327,111058,28620,143905,31489,11483,2404,94302,35170,57893,3291,9662,40626,41512,33578,53789,45602,29215,19258,20904,2682,165520,80354,37456,253
245,ARUNACHAL PRADESH,Tawang,49977,29151,20826,26073,17720,8353,19554,9007,24430,4131,21416,7631,1581,114,19235,3794,8635,96,494,10730,2452,4904,4730,4029,2140,1989,1379,667,30709,13849,5399,20
246,ARUNACHAL PRADESH,West Kameng,83947,46155,37792,48492,29566,18926,28313,14180,34752,7741,41454,14476,1705,801,25511,7133,14188,202,887,17889,6306,8836,10317,8428,5633,3987,2693,299,53026,22362,8493,66
247,ARUNACHAL PRADESH,East Kameng,78690,38775,39915,38449,21599,16850,16424,15286,27123,4587,46980,21835,1063,273,8539,3583,5318,57,885,14503,5215,11713,10487,8852,6213,4510,2330,142,53752,17922,6960,56
248,ARUNACHAL PRADESH,Papum Pare,176573,89182,87391,121048,65794,55254,41263,24509,51157,14615,110801,14104,1859,1543,48266,22966,30539,2477,7418,20308,30180,15368,21956,21376,20007,17342,13840,926,120592,43812,11856,313
249,ARUNACHAL PRADESH,Upper Subansiri,83448,41758,41690,45278,24807,20471,17898,15472,25717,7653,50078,21690,1846,481,9353,3123,5373,139,750,14542,4672,10219,16118,15339,10348,8017,4276,473,56054,20055,7230,109
250,ARUNACHAL PRADESH,West Siang,112274,58168,54106,64746,36777,27969,29156,20021,43000,6177,63097,28852,1384,298,18643,6115,14204,303,1300,22272,8503,14227,17675,15908,11441,8418,6030,521,70415,28305,13469,85
251,ARUNACHAL PRADESH,East Siang,99214,50116,49098,62576,34210,28366,23591,16631,33578,6644,58992,20185,3565,493,15979,4866,14231,450,1582,19497,9524,9938,13713,13968,10937,9498,6540,525,61993,25334,11802,85
252,ARUNACHAL PRADESH,Upper Siang,35320,18699,16621,18195,10723,7472,9968,7676,14524,3120,17676,9976,804,591,6273,1504,6198,97,392,8569,2182,3952,5584,4915,2935,2211,1349,46,21090,8910,5252,68
253,ARUNACHAL PRADESH,Changlang,148226,76948,71278,73174,44027,29147,39329,23637,50765,12201,85260,39732,4208,496,18530,4762,14593,170,1486,33422,6498,20425,22537,17354,10032,5641,3633,834,96630,35018,16414,164
254,ARUNACHAL PRADESH,Tirap,111975,57604,54371,47974,29313,18661,27545,22624,44262,5907,61806,35967,1811,836,11555,3104,16026,98,888,18420,6500,13585,16989,12077,7834,4305,2134,182,71785,25669,14423,98
255,ARUNACHAL PRADESH,Lower Subansiri,83030,41843,41187,54057,29470,24587,17339,12863,22669,7533,52828,13656,1968,435,14143,4211,12493,381,1598,18112,5365,8492,10821,11661,9861,7674,5230,295,55258,20305,7412,55
256,ARUNACHAL PRADESH,Kurung Kumey,92076,45318,46758,36606,20258,16348,18429,19615,24372,13672,54032,27417,2947,833,6847,586,3911,95,969,18603,1092,12661,15054,12264,6997,4353,2031,299,64379,20713,6836,148
257,ARUNACHAL PRADESH,Dibang Valley,8004,4414,3590,4436,2614,1822,2228,1327,2525,1030,4449,1290,106,68,2091,605,1074,17,133,2055,1175,696,1258,1060,809,656,356,91,5113,2088,786,17
258,ARUNACHAL PRADESH,Lower Dibang Valley,54080,28053,26027,31849,18087,13762,14102,8224,19829,2497,31754,9687,3354,233,9052,3068,5932,207,742,12000,3950,5875,7957,7351,5508,3570,2795,85,35140,13254,5652,34
259,ARUNACHAL PRADESH,Lohit,145726,76221,69505,83062,48380,34682,38910,22035,50754,10191,84781,29909,7789,786,22461,6549,17157,312,1471,33599,11372,19306,25179,20643,13070,7612,5180,584,94890,35493,15195,148
260,ARUNACHAL PRADESH,Anjaw,21167,11507,9660,9990,6523,3467,6224,4277,9264,1237,10666,6316,181,84,3920,476,1949,27,252,6025,428,2879,2946,2170,1167,793,502,98,13913,4755,2456,43
261,NAGALAND,Mon,250260,131753,118507,119626,67432,52194,79425,68229,104981,42673,102606,113473,10836,1608,21737,1080,14398,178,2844,43607,7415,37431,46055,30500,7628,3565,1772,107,168773,53600,27437,450
262,NAGALAND,Mokokchung,194622,101092,93530,159494,83479,76015,57084,42983,81046,19021,94555,48925,9166,3798,38178,7236,40154,537,2728,37536,17742,20259,43483,54035,27425,13077,10299,870,111243,52853,30363,163
263,NAGALAND,Zunheboto,140757,71217,69540,102881,53504,49377,41178,38288,49382,30084,61291,44723,11955,2025,20763,1433,28846,261,2008,31267,6044,16523,30889,35113,17282,8821,5560,1107,91709,32267,16730,51
264,NAGALAND,Wokha,166343,84505,81838,128208,67385,60823,42096,36316,63512,14900,87931,47473,6438,1965,22536,3228,25268,198,1757,38499,8170,15865,37024,41627,18746,10223,8030,401,106951,40510,18811,71
265,NAGALAND,Dimapur,378811,197394,181417,278037,150142,127895,99645,51705,122358,28992,227461,24517,8990,5073,112770,42378,71413,3303,12077,49116,62853,34539,61815,80076,44343,26712,27532,2939,243392,98601,36618,200
266,NAGALAND,Phek,163418,83743,79675,105893,57926,47967,41556,38721,63645,16632,83141,55091,3159,1275,20752,2073,36182,170,1558,38903,7295,22494,32722,30434,12785,7268,5926,481,108514,37842,16969,93
267,NAGALAND,Tuensang,196596,101933,94663,117511,63653,53858,52931,45223,73518,24636,98442,75212,3913,1104,17925,773,24998,155,2251,40690,9451,29602,40900,33514,15013,6008,2760,116,134573,43210,18762,51
268,NAGALAND,Longleng,50484,26502,23982,29859,16139,13720,16273,14295,20944,9624,19916,22501,1309,598,6160,186,6416,37,635,12686,2451,7986,11884,8672,3458,1695,595,15,33970,11210,5271,33
269,NAGALAND,Kiphire,74004,37830,36174,41232,22675,18557,16780,15179,25830,6129,42045,21432,1259,749,8519,120,14147,47,478,16032,4290,11197,15740,13645,5204,2052,997,76,52699,14955,6309,41
270,NAGALAND,Kohima,267988,138966,129022,197489,107038,90451,68140,46685,99408,15417,153163,44684,2198,2072,65871,20712,50724,1928,7982,31845,44255,21654,46756,57726,30518,19855,23439,1770,173701,68485,25557,245
271,NAGALAND,Peren,95219,49714,45505,62204,34584,27620,32249,29141,36555,24835,33829,39671,3739,2571,15409,605,13859,121,1414,20204,4073,9248,24527,20732,8082,3938,2169,75,64393,21597,9156,73
272,MANIPUR,Senapati,479148,247323,231825,264477,148012,116465,124143,109479,185725,47897,245526,175127,30369,4978,42307,2430,22798,256,2170,38008,1826,46757,81735,91395,62033,40438,24940,598,314439,111516,52008,1185
273,MANIPUR,Tamenglong,140651,72371,68280,85006,47403,37603,37237,33438,55979,14696,69976,48849,1924,1710,18192,1229,11541,125,1362,23982,4119,11155,28461,26794,17867,11645,7102,270,90273,33290,16924,164
274,MANIPUR,Churachandpur,274143,138820,135323,195935,104013,91922,70594,52061,89779,32876,151488,64834,8282,5067,44472,13371,29894,837,4496,52972,4853,32860,67907,65475,38567,23284,14523,509,168608,67802,37096,637
275,MANIPUR,Bishnupur,237399,118782,118617,156333,87313,69020,62807,47130,76423,33514,127462,34358,15109,11567,48903,11393,34364,676,3447,34977,21172,15941,36011,50004,31775,20077,20074,1440,135220,62907,38815,457
276,MANIPUR,Thoubal,422168,210845,211323,269304,152617,116687,109377,85942,133428,61891,226849,77331,33106,21017,63865,15994,49507,880,5110,65961,38302,32396,69738,87932,55803,37899,28550,3214,251975,107196,62060,937
277,MANIPUR,Imphal West,517992,255054,262938,392626,205985,186641,128540,84847,166009,47378,304605,37107,12870,19918,143492,61736,87078,4913,15066,51055,85746,32811,66042,104229,77472,60821,81876,9564,278940,148146,89394,1512
278,MANIPUR,Imphal East,456113,226094,230019,324664,173314,151350,117562,77286,145343,49505,261265,36355,20250,21826,116417,41213,78663,2739,9837,64421,46520,38436,69144,99202,60422,47390,50647,4102,261530,123439,70005,1139
279,MANIPUR,Ukhrul,183998,94718,89280,129829,70148,59681,46533,41396,67724,20205,96069,56815,3852,2233,25029,1659,14026,276,2437,36084,5806,20670,29382,38350,31734,22729,15636,405,113715,43646,25165,1472
280,MANIPUR,Chandel,144182,74579,69603,90302,51053,39249,42615,33623,53753,22485,67944,43255,8315,3040,21628,1424,18764,184,1782,30377,3783,17382,28163,30589,18971,12213,8105,240,86255,39324,18329,274
281,MIZORAM,Mamit,86364,44828,41536,60191,32977,27214,24016,15323,36185,3154,47025,28669,2553,262,7855,4010,12158,90,1073,16726,4129,9328,19711,19949,10756,3180,1771,22,55914,20082,10318,50
282,MIZORAM,Kolasib,83955,42918,41037,65895,34147,31748,22733,13939,29697,6975,47283,17992,5921,585,12174,8787,14853,367,1986,9669,12507,11367,18046,20399,9849,3473,2530,62,52147,20576,11167,65
283,MIZORAM,Aizawl,400309,199270,201039,340595,169547,171048,104643,69993,151410,23226,225673,39266,11434,3360,120576,64710,79804,4019,21093,20570,80341,29332,68214,100103,78752,37701,31310,2058,235892,108094,56092,231
284,MIZORAM,Champhai,125745,63388,62357,100802,51440,49362,34129,26213,53111,7231,65403,38336,5823,980,15203,9115,23948,186,2263,18395,12717,14491,31359,30454,16259,4956,4087,78,78778,29690,17189,88
285,MIZORAM,Serchhip,64937,32851,32086,54476,27598,26878,18261,14136,29838,2559,32540,21804,1284,926,8383,5511,12315,131,987,7472,8018,8771,14985,16237,9062,2915,2128,35,39568,15894,9404,71
286,MIZORAM,Lunglei,161428,82891,78537,121122,64515,56607,46230,32062,62013,16279,83136,45439,10662,813,21378,14037,26394,482,3725,21479,17315,22181,33313,34774,19918,8503,5509,116,100250,39690,21424,64
287,MIZORAM,Lawngtlai,117894,60599,57295,62861,36444,26417,28517,17049,38082,7484,72328,29189,3153,613,12611,5213,9283,162,1329,21993,5273,19890,21114,16629,10538,3763,2515,125,80723,25303,11831,37
288,MIZORAM,Saiha,56574,28594,27980,42233,21861,20372,12211,7250,14694,4767,37113,8908,957,313,9283,4783,7400,168,1194,7043,5784,8422,14151,12130,7269,3628,2204,69,37127,12784,6636,27
289,TRIPURA,West Tripura,1725739,879428,846311,1361354,722998,638356,500406,197772,524198,173980,1027561,115175,156108,25163,401732,103228,314567,6394,36186,289621,217016,248343,421485,451563,156277,88122,85405,13478,940424,499719,284637,959
290,TRIPURA,South Tripura,876001,447544,428457,646810,351082,295728,253229,113616,258457,108388,509156,85530,111332,6375,163608,20246,133744,948,10393,219171,44906,129846,223185,204201,70173,31690,26870,5160,505558,236676,133424,343
291,TRIPURA,Dhalai,378230,194544,183686,276217,151643,124574,105657,50174,108259,47572,222399,45956,42201,2870,64804,5532,46875,273,5067,89457,14071,64515,84516,74015,21430,9157,6425,890,232286,95548,50269,127
292,TRIPURA,North Tripura,693947,352860,341087,520402,275646,244756,186034,62633,186105,62562,445280,49286,43977,7088,148316,19631,81601,997,10310,150437,42184,129329,179547,158211,47160,22720,18419,3736,414878,178608,100274,187
293,MEGHALAYA,West Garo Hills,643291,324159,319132,358702,193438,165264,151914,103779,188371,67322,387598,120740,39725,7643,87585,10006,51301,1630,8872,139351,18594,85733,129178,90963,70941,29404,10856,3547,427629,143604,70599,1459
294,MEGHALAYA,East Garo Hills,317917,161223,156694,192147,102513,89634,72262,53811,83936,42137,191844,77390,19246,2475,26962,1839,24550,288,2368,62698,11518,51578,70679,52762,31328,9473,2484,298,216742,70424,29926,825
295,MEGHALAYA,South Garo Hills,142334,73170,69164,82062,45003,37059,32826,20243,38397,14672,89265,28145,5565,1249,18110,482,10940,179,1625,35930,3713,25906,28921,21506,13858,3998,826,831,97082,30605,14495,152
296,MEGHALAYA,West Khasi Hills,383461,193715,189746,230678,117307,113371,89694,73651,119803,43542,220116,84956,37184,2475,38730,476,32873,149,2462,74832,12299,80318,78208,45046,28417,12295,6450,541,278569,69988,33431,1473
297,MEGHALAYA,Ribhoi,258840,132531,126309,155859,80977,74882,63871,42602,90875,15598,152367,55833,19989,1676,28975,2319,30676,291,1906,57988,5736,57680,58581,31103,20134,7632,3911,633,183343,52945,22365,187
298,MEGHALAYA,East Khasi Hills,825922,410749,415173,578030,287270,290760,204303,122483,289576,37210,499136,76767,40889,2966,206164,41496,135941,5032,19306,106248,108843,118135,163729,127722,94579,58836,61639,9397,545961,192428,86576,957
299,MEGHALAYA,Jaintia Hills,395124,196285,198839,187527,87371,100156,88839,65341,110617,43563,240944,50844,35766,2004,65566,7150,41677,510,4333,76546,7171,67749,61526,34677,26748,13544,8039,2934,291097,72934,30362,731
300,ASSAM,Kokrajhar,887142,452905,434237,489305,275220,214085,236322,104809,253110,88021,546011,156753,56330,12423,115625,15089,41373,1218,14063,204896,17115,116899,166013,154715,78788,39571,17287,2733,552671,224715,108956,800
301,ASSAM,Dhubri,1949258,997848,951410,922341,511551,410790,524898,144921,504998,164821,1279439,205305,171116,27822,265576,28963,72232,1828,26263,460602,60417,253638,299724,250242,100387,65082,34401,3863,1286592,439375,221745,1546
302,ASSAM,Goalpara,1008183,513292,494891,563577,304302,259275,267118,95455,266376,96197,645610,126549,75828,14346,145850,21455,78641,1364,13524,228610,39504,124700,213510,183904,73683,39885,18294,3464,650509,239831,117427,416
303,ASSAM,Barpeta,1693622,867004,826618,897058,499038,398020,445297,116527,439453,122371,1131798,205259,98946,30342,227277,50806,84804,2078,25286,447189,52192,210607,307884,300845,121924,87377,46947,8007,1072312,405046,215355,909
304,ASSAM,Morigaon,957423,486651,470772,539902,289698,250204,257984,93164,260968,90180,606275,157612,75984,14346,103206,20083,52404,1421,15145,232206,25275,130091,195656,179810,67969,40803,18462,2791,612737,225224,118271,1191
305,ASSAM,Nagaon,2823768,1439112,1384656,1710716,921850,788866,766728,213270,734993,245005,1843770,346123,196174,38122,399579,89206,195631,5121,45956,674999,124186,392616,638088,576214,199792,115864,66994,10351,1778277,678034,366112,1345
306,ASSAM,Sonitpur,1924110,983904,940206,1108572,620525,488047,537195,233411,558325,212281,1153504,249123,114865,25719,380899,70047,133368,4358,31254,483325,64528,216097,416218,377653,141373,90385,49901,6412,1159991,501239,261648,1232
307,ASSAM,Lakhimpur,1042137,529674,512463,683486,375552,307934,282250,147745,283533,146462,612142,239377,43922,10983,135713,32104,60296,1948,15011,293239,34694,126950,212080,217497,107326,82885,44212,4731,639385,268872,133615,265
308,ASSAM,Dhemaji,686133,351249,334884,423028,237761,185267,186577,130223,201364,115436,369333,231937,19181,7224,58458,16547,28195,1192,10410,211758,16504,79107,138838,136371,80804,55399,28006,2868,434221,169630,82051,231
309,ASSAM,Tinsukia,1327929,680231,647698,798322,453449,344873,366623,190573,410188,147008,770733,149482,47756,13241,346717,70471,161718,5135,27948,290704,90910,150893,266717,276292,109805,61040,38152,7353,799874,352158,175377,520
310,ASSAM,Dibrugarh,1326335,676434,649901,884531,491361,393170,368013,192544,391597,168960,765778,135194,61209,14362,349792,76292,136685,8817,34479,299852,77163,143189,243607,301287,139813,89500,59380,6984,767147,371864,186774,550
311,ASSAM,Sivasagar,1151050,589216,561834,813505,444767,368738,325071,160646,318950,166767,665333,138100,48468,14532,284617,61450,123430,5146,22124,360182,45047,115378,208891,280517,158118,96939,53437,5554,648056,330947,171710,337
312,ASSAM,Jorhat,1092256,556805,535451,794929,432335,362594,320746,177872,338635,159983,593638,145885,53153,31543,268037,71639,122063,5651,26357,286330,80824,99454,201680,295444,128050,97025,62608,8433,604908,315550,171062,736
313,ASSAM,Golaghat,1066888,543161,523727,721764,396475,325289,309104,170824,331210,148718,586960,190590,66616,15068,207654,40889,82345,3073,17636,292893,34190,117393,223902,261192,111145,66197,36887,4084,629153,289085,148244,406
314,ASSAM,Karbi Anglong,956313,490167,466146,557214,314253,242961,246193,137248,260482,122959,572872,223020,60952,9861,89608,18763,53918,1923,11340,215691,37185,109324,212224,199289,93137,40602,18225,3426,618633,233739,103123,818
315,ASSAM,Dima Hasao,214102,110802,103300,140873,78559,62314,56323,28705,68297,16731,129074,44480,4818,1492,34238,9202,19389,524,3753,37610,21309,20780,43811,53736,27839,10859,5565,598,135463,53699,24830,110
316,ASSAM,Cachar,1736617,886284,850333,1174128,639946,534182,469752,138310,471259,136803,1128555,120356,68664,24466,394576,62135,140205,5316,37541,346227,88933,256855,447993,379469,156156,79766,45341,12951,1048990,444899,241776,952
317,ASSAM,Karimganj,1228686,625864,602822,795297,435942,359355,319798,79373,293392,105779,829515,94348,67033,17435,220355,28261,70951,1933,24699,261945,32695,198059,333885,257931,76685,39637,21408,7903,779850,284368,163990,478
318,ASSAM,Hailakandi,659296,337890,321406,407366,226836,180530,170792,43448,165193,49047,445056,65673,31248,7313,110006,11035,44143,1211,10615,159215,16202,88596,177984,139029,50056,28504,11608,4265,419921,156243,82841,291
319,ASSAM,Bongaigaon,738804,375818,362986,434078,237114,196964,197542,58264,191671,64135,482998,83442,47406,9485,115473,29937,49866,2523,12959,181923,38470,93591,138294,133643,55924,35491,20221,2267,458796,184849,94939,220
320,ASSAM,Chirang,482162,244860,237302,259902,145869,114033,128762,65132,139027,54867,288268,80328,35224,7672,70670,8135,22502,747,8627,129018,11613,64999,92943,84682,37792,17702,6594,918,301518,122244,58282,118
321,ASSAM,Kamrup,1517542,778461,739081,995319,550219,445100,428492,200462,421244,207710,888588,185803,99522,69106,274523,70272,122191,3109,23468,390596,43849,163849,290097,353861,154831,118849,55011,6444,895775,408232,212740,795
322,ASSAM,Kamrup Metropolitan,1253938,647585,606353,1001191,537227,463964,375613,115319,413154,77778,763006,25250,16995,12463,436224,223368,250861,29117,85123,61334,366858,79177,160490,255522,148429,143478,167972,30795,659453,401500,190908,2077
323,ASSAM,Nalbari,771639,396006,375633,531771,293184,238587,210202,57421,196773,70850,504016,58070,34984,19302,155267,37849,68313,1631,12360,210706,28238,75866,141690,192771,81507,71734,39368,3693,442061,211320,117809,449
324,ASSAM,Baksa,950075,481330,468745,572837,322614,250223,266611,140145,278297,128459,543319,149288,94591,20310,142567,11281,44425,1175,13566,291641,3580,95444,195643,225635,96782,53446,15422,1839,563089,256282,130083,621
325,ASSAM,Darrang,928500,475273,453227,487039,268666,218373,246864,77979,241456,83387,603657,129456,81617,10542,103228,17676,45444,1166,12084,268517,20189,119027,163277,161153,59039,47398,22267,3079,583436,226525,118102,437
326,ASSAM,Udalguri,831668,421617,410051,469926,264326,205600,230690,114340,253178,91852,486638,124824,72744,11801,135661,13666,53507,1448,11893,267790,13835,101146,155720,162369,63394,34334,14001,1612,499214,221518,109962,974
327,WEST BENGAL,Darjiling,1846823,937259,909564,1315585,717673,597912,479586,204140,532855,150871,1163097,76178,66041,16579,524928,141897,297176,10943,38065,303284,215675,183479,344865,402415,176129,113905,110193,12851,1031221,523288,289979,2335
328,WEST BENGAL,Jalpaiguri,3872846,1983064,1889782,2498780,1396622,1102158,1091361,421549,1153765,359145,2359936,214932,349672,30090,918216,138522,382500,9322,48818,798378,319426,455854,765613,814395,292056,150360,129393,18916,2259507,1035449,575667,2223
329,WEST BENGAL,Koch Bihar,2819086,1451542,1367544,1850504,1028733,821771,845308,282669,886357,241620,1691109,364797,391875,40593,330712,49914,186195,3534,34438,803407,97331,393492,595555,590626,209153,93119,81100,8712,1623320,744646,448761,2359
330,WEST BENGAL,Uttar Dinajpur,3007134,1551066,1456068,1489667,853495,636172,799627,275999,824342,251284,1931508,257377,442328,37978,337943,39138,199307,2883,31210,683981,94269,402590,488047,422777,163106,73395,59457,12723,1916033,704859,385155,1087
331,WEST BENGAL,Dakshin Dinajpur,1676276,857199,819077,1083685,596474,487211,499560,203427,526470,176517,973289,193276,279932,32290,197489,37186,168069,2518,24318,390949,70077,247675,323965,327064,135556,63286,52345,5190,937283,465982,271423,1588
332,WEST BENGAL,Maldah,3988845,2051541,1937304,2086432,1152019,934413,1086461,451386,1050995,486852,2450998,255182,545759,196687,540219,54213,297716,5357,63525,830318,128678,478902,629137,595551,238078,109719,92207,18330,2511004,955283,520122,2436
333,WEST BENGAL,Murshidabad,7103807,3627564,3476243,4055834,2177187,1878647,1985667,604240,2022083,567824,4513900,381076,842294,466007,900530,92742,541169,7951,79729,1501066,350899,837828,1428661,1210859,443254,230242,170051,25975,4390564,1717594,991413,4236
334,WEST BENGAL,Birbhum,3502404,1790920,1711484,2158447,1201481,956966,1029770,301833,912844,418759,2170801,227254,611510,65062,427777,57010,333752,5210,39636,831044,134565,417769,661190,622372,245201,122865,115743,15205,2008655,952059,539463,2227
335,WEST BENGAL,Barddhaman,7717563,3966889,3750674,5247208,2918040,2329168,2293083,618168,2166742,744509,4806312,342166,973182,124558,1471345,292585,1049943,32323,141387,1364868,862368,800473,1437198,1605634,698251,405935,439823,62616,4149420,2265543,1292913,9687
336,WEST BENGAL,Nadia,5167600,2653768,2513832,3480555,1878866,1601689,1554090,288517,1595880,246727,3324993,308742,556134,169138,808593,168314,623729,12787,77210,1081381,468390,605490,1093403,1052487,412193,236828,209562,25491,2745828,1484986,934417,2369
337,WEST BENGAL,North Twenty Four Parganas,10009781,5119389,4890392,7608693,4056046,3552647,2945189,626435,3055630,515994,6438157,288058,599039,155762,2528765,791267,1608749,105185,307381,1209337,1649803,1090829,1874051,2094743,989053,670977,852923,127926,5104876,2968996,1921143,14766
338,WEST BENGAL,Hugli,5519145,2814653,2704492,4078388,2211777,1866611,1713608,439262,1714645,438225,3366275,259680,583380,111828,1197982,319815,965258,31725,118459,992085,647953,676265,1172797,1174912,515807,333658,380060,44252,2766489,1688206,1060821,3629
339,WEST BENGAL,Bankura,3596674,1838095,1758579,2232992,1299337,933655,1050822,415398,916393,549827,2130454,309723,647374,61386,447737,45126,334670,4273,34128,900515,90885,450029,545200,686924,261478,143882,133465,20379,1942335,1014764,637834,1741
340,WEST BENGAL,Puruliya,2930115,1496996,1433119,1624905,1002058,622847,801254,448388,613398,636244,1680473,268800,492205,87560,401077,30675,189889,3551,32862,653219,99433,299355,480046,528068,177459,91807,77621,10072,1678057,764776,484166,3116
341,WEST BENGAL,Haora,4850029,2500819,2349210,3605206,1942824,1662382,1498170,321675,1496267,323578,3030184,80575,181662,297774,1259834,325053,796953,30751,99261,483384,869313,516323,1059842,1084155,446743,284481,304594,37027,2587164,1423304,833104,6457
342,WEST BENGAL,Kolkata,4496694,2356766,2139928,3588137,1926915,1661222,1412466,383274,1576419,219321,2700954,16039,12388,68438,1698875,623579,927602,136618,252644,0,1308106,255171,597841,820902,555529,425245,691804,89701,2025389,1433314,1014769,23222
343,WEST BENGAL,South Twenty Four Parganas,8161961,4173778,3988183,5531657,3043277,2488380,2356571,607923,2003685,960809,5197467,355350,806562,240976,1561606,232355,837874,20665,115871,1568802,611430,1119126,1775793,1657528,564417,316571,322157,46568,4763943,2151474,1235558,10986
344,WEST BENGAL,Paschim Medinipur,5913457,3007885,2905572,4078412,2266913,1811499,1757358,751801,1510548,998611,3404298,572268,1105201,142602,689088,108068,663811,8970,62108,1364335,201048,831300,1139784,1289873,477973,262072,211437,35396,3243971,1664250,990179,15057
345,WEST BENGAL,Purba Medinipur,5095875,2629834,2466041,3923194,2149073,1774121,1516096,394224,1127312,783008,3185555,345215,702304,118816,743985,55834,530761,9076,67707,1193006,170707,776367,1219166,1289927,444668,236549,184225,30677,2866678,1384242,842025,2930
346,JHARKHAND,Garhwa,1322784,683575,639209,653476,405161,248315,335451,235980,175126,396305,751353,113561,328673,14487,114710,6798,29373,565,8881,272872,19180,207665,195565,147446,87844,46882,28144,2830,860869,284036,177599,280
347,JHARKHAND,Chatra,1042886,533935,508951,510061,303902,206159,251213,146477,195502,202188,645196,119297,188513,14210,75670,5307,27037,590,9115,200974,14528,200861,161729,102033,63670,35342,21697,2046,692650,222892,126682,662
348,JHARKHAND,Kodarma,716259,367222,349037,390249,238780,151469,173993,83425,143324,114094,458841,83126,64275,7934,102083,11810,62318,845,7195,116714,34771,129677,130315,80561,52622,26415,20907,2374,462098,158603,95309,249
349,JHARKHAND,Giridih,2445474,1258098,1187376,1253475,783736,469739,623946,412331,412912,623365,1409197,369913,362610,32544,271210,16909,125431,1944,19976,452564,46886,503261,443980,261309,146464,77540,55122,8449,1597269,533788,312967,1450
350,JHARKHAND,Deoghar,1492073,775022,717051,793538,489837,303701,383691,167776,297146,254321,940606,128656,209693,39361,173757,26760,130193,1944,13550,257373,64337,217460,266292,190171,96331,54419,43979,6699,944961,338413,205514,3185
351,JHARKHAND,Godda,1313551,677927,635624,604519,376212,228307,344019,208172,235735,316456,761360,144603,307767,18719,81102,7421,43230,874,11925,276454,15576,217607,190777,126766,79430,47395,30870,4002,820367,308639,183519,1026
352,JHARKHAND,Sahibganj,1150567,589391,561176,483263,287303,195960,295690,194512,322572,167630,660365,109975,206902,43179,130146,11545,34879,591,9563,223450,37543,146399,171416,110822,52248,28087,19832,2593,745027,261849,137727,5964
353,JHARKHAND,Pakur,900422,452661,447761,352881,206989,145892,234012,170572,252017,152567,495838,105334,150028,19471,129751,5316,31414,328,4535,200588,16587,100367,133770,79045,29934,15700,9822,1525,587976,206826,104418,1202
354,JHARKHAND,Dhanbad,2684487,1405956,1278531,1722204,1014950,707254,658851,185653,546714,297790,1839983,97118,103488,25889,618009,83995,427173,11568,46646,258764,405455,317918,501453,449506,305054,186697,107382,14615,1634835,648876,356445,44331
